Industry_of_Project,Employee_Count,team_size_grown,Number_of_Co_founders,customer_satisfaction_score,churn_rate,scalability_score,monthly_recurring_revenue,burn_rate,business_sustainability_score,User_Adoption_Rate,Revenue_Growth,Market_Competition,customer_acquisition_cost,Dependent_Project_Status,revenue_to_burn_ratio,revenue_per_employee,satisfaction_adoption_product,churn_competition_risk,growth_sustainability_score,team_growth_efficiency
Career Services,35,1,1,5.08,0.43,31,8240,9725,35,0.209,-6.68,3,132,0,0.8472136541229693,228.88888888888889,1.06172,1.29,1.1620000000000001,0.2288888888888889
Education,75,4,3,8.35,0.022,86,98653,16304,79,0.915,20.79,1,75,1,6.05047531432076,1298.0657894736842,7.64025,0.022,24.324099999999998,5.192263157894737
Education,12,1,1,4.26,0.291,8,15667,17081,37,0.259,1.7,5,150,0,0.917164266479335,1205.1538461538462,1.10334,1.4549999999999998,4.329,1.2051538461538462
Finance,21,0,2,3.71,0.225,9,13964,20183,49,0.273,-1.75,4,178,0,0.6918351169242964,634.7272727272727,1.0128300000000001,0.9,4.0425,0.0
Human Resources,65,2,3,7.82,0.059,60,77332,36090,77,0.96,21.4,1,120,1,2.1426948546729103,1171.6969696969697,7.5072,0.059,24.177999999999997,2.3433939393939394
Career Services,161,3,1,8.34,0.026,74,54379,16472,80,0.919,26.76,3,61,1,3.301098767680447,335.67283950617286,7.66446,0.078,29.408,1.0070185185185185
Healthcare,51,4,2,6.24,0.018,91,74831,29017,70,0.946,28.49,2,67,1,2.5787786890895306,1439.0576923076924,5.90304,0.036,26.942999999999998,5.756230769230769
Healthcare,71,2,2,7.84,0.051,74,100536,42695,94,0.92,19.22,2,88,1,2.35469364811692,1396.3333333333333,7.2128000000000005,0.102,27.4668,2.7926666666666664
Cloud Computing,89,3,3,9.17,0.018,68,130037,52048,68,0.882,21.25,1,66,1,2.4983573171434608,1444.8555555555556,8.08794,0.018,21.25,4.3345666666666665
Education,27,3,1,7.71,0.018,100,81525,20021,76,0.94,38.45,3,65,1,4.071771051842973,2911.6071428571427,7.2474,0.05399999999999999,36.822,8.734821428571427
Career Services,18,1,1,4.04,0.284,59,13428,18419,57,0.239,-4.89,4,180,0,0.7289902280130293,706.7368421052631,0.96556,1.136,2.9127000000000005,0.7067368421052631
Education,11,0,1,4.34,0.285,30,10152,11549,42,0.172,-1.81,4,293,0,0.8789610389610389,846.0,0.7464799999999999,1.14,3.4397999999999995,0.0
Healthcare,24,0,1,5.38,0.317,43,6045,9011,39,0.204,-3.42,5,172,0,0.6707723035952063,241.8,1.0975199999999998,1.585,2.5662000000000003,0.0
Music,15,0,1,3.71,0.252,36,24020,32488,60,0.213,-11.13,3,131,0,0.7393271568838684,1501.25,0.79023,0.756,-0.6780000000000004,0.0
Advertising,95,1,2,7.54,0.01,99,72458,31551,89,0.855,6.19,1,77,1,2.2964629817444218,754.7708333333334,6.4467,0.01,14.4091,0.7547708333333334
Retail,100,2,2,7.8,0.01,70,139103,52096,90,0.947,9.33,2,88,1,2.670076971802599,1377.2574257425742,7.3866,0.02,17.397,2.7545148514851485
Software Development,86,3,2,8.65,0.019,88,128228,44758,82,0.793,27.63,1,90,1,2.864853995844411,1473.8850574712644,6.859450000000001,0.019,30.8566,4.421655172413794
Hospitality,11,0,1,4.64,0.363,44,36213,46633,31,0.141,-10.67,4,240,0,0.7765364326457092,3017.75,0.6542399999999999,1.452,-0.20769999999999997,0.0
Energy,18,0,1,4.59,0.223,34,8332,8784,29,0.129,-18.41,4,142,0,0.9484348321001708,438.5263157894737,0.59211,0.892,-2.4389000000000003,0.0
Manufacturing,7,1,1,4.0,0.312,66,22032,22101,26,0.242,-1.19,5,185,0,0.9968328658039997,2754.0,0.968,1.56,2.2906,2.754
Pharmaceuticals,104,3,2,7.88,0.049,77,100890,20167,87,0.983,15.89,3,73,1,5.002479174930583,960.8571428571429,7.74604,0.14700000000000002,22.524299999999997,2.8825714285714286
Finance,40,0,1,5.74,0.495,29,12641,19383,26,0.211,-5.28,4,236,0,0.6521357820883202,308.3170731707317,1.21114,1.98,1.2272,0.0
Publishing,136,4,3,8.28,0.059,99,86670,24842,80,0.939,13.98,2,79,1,3.4887090931046973,632.6277372262774,7.774919999999999,0.118,19.184,2.5305109489051096
Food & Beverages,10,0,2,3.74,0.373,47,7371,7891,20,0.277,-5.71,4,159,0,0.9339837810440953,670.0909090909091,1.0359800000000001,1.492,0.858,0.0
Software Development,83,3,3,7.83,0.022,85,50380,14575,99,0.908,29.3,1,47,1,3.4563666300768388,599.7619047619048,7.109640000000001,0.022,38.907,1.7992857142857144
Advertising,78,3,1,9.27,0.035,89,59794,36518,83,0.907,19.29,1,143,1,1.6373394671267012,756.8860759493671,8.40789,0.035,24.310699999999997,2.270658227848101
Transportation,24,0,1,4.11,0.245,9,9074,12131,24,0.141,8.64,3,170,0,0.7479393339927465,362.96,0.57951,0.735,4.4736,0.0
Mobile,51,0,1,3.33,0.264,21,9836,15792,26,0.277,6.01,5,115,0,0.6228075729753688,189.15384615384616,0.9224100000000001,1.32,4.162599999999999,0.0
Email,10,0,1,5.3,0.29,32,24472,26018,25,0.231,-13.37,3,175,0,0.9405434490180253,2224.7272727272725,1.2243,0.8699999999999999,-0.8424999999999998,0.0
Education,68,1,2,8.02,0.027,83,85649,14057,88,0.843,16.85,2,66,1,6.092545170009958,1241.2898550724638,6.760859999999999,0.054,23.628,1.2412898550724638
Healthcare,61,2,2,8.09,0.037,85,78456,43761,86,0.781,15.2,1,54,1,1.7927882637905033,1265.4193548387098,6.31829,0.037,21.671999999999997,2.5308387096774196
Education,85,2,3,8.11,0.01,66,120673,63955,70,0.815,12.49,1,116,1,1.886812808806054,1403.1744186046512,6.609649999999999,0.01,15.743000000000002,2.8063488372093026
Music,91,3,2,7.69,0.057,76,48491,26164,79,0.874,19.16,3,70,1,1.8532772788075673,527.0760869565217,6.7210600000000005,0.171,23.0364,1.5812282608695651
Real Estate,80,3,2,7.23,0.017,66,123467,29916,64,0.875,28.9,2,88,1,4.126984657552562,1524.283950617284,6.32625,0.034,24.896,4.572851851851852
Hospitality,45,0,3,6.22,0.162,65,16751,32242,71,0.544,1.25,2,96,0,0.5195236175293863,364.1521739130435,3.38368,0.324,7.9875,0.0
Human Resources,138,4,1,7.75,0.037,88,41662,9134,98,0.84,18.17,1,94,1,4.560700602079913,299.72661870503595,6.51,0.037,27.606600000000004,1.1989064748201437
Publishing,65,3,2,8.62,0.03,67,66693,21788,84,0.965,41.64,1,117,1,3.0608563954288863,1010.5,8.318299999999999,0.03,43.3776,3.0315
Security,135,4,2,9.52,0.047,82,109327,45384,74,0.888,34.07,1,174,1,2.4088795857662224,803.875,8.453759999999999,0.047,32.611799999999995,3.2155
Manufacturing,75,3,2,7.72,0.062,92,76742,12678,92,0.919,12.28,1,113,1,6.052685543023898,1009.7631578947369,7.09468,0.062,20.497600000000002,3.029289473684211
Gaming,13,0,1,3.91,0.348,65,11184,16198,26,0.311,18.33,3,223,0,0.6904129884560776,798.8571428571429,1.21601,1.044,7.365799999999999,0.0
Marketing,128,2,3,8.9,0.021,92,94826,30236,86,0.908,33.72,1,157,1,3.136091543473228,735.0852713178294,8.0812,0.021,37.5992,1.4701705426356588
Security,19,1,1,4.39,0.235,30,10256,10643,49,0.18,7.87,3,225,0,0.9635475385193536,512.8,0.7901999999999999,0.705,8.7563,0.5127999999999999
Retail,49,4,2,9.29,0.022,81,45736,13880,77,0.896,19.3,2,55,1,3.294863482458036,914.72,8.323839999999999,0.044,22.561,3.65888
Cloud Computing,7,0,1,2.34,0.334,38,6967,10357,41,0.285,-8.53,3,208,0,0.672620196949218,870.875,0.6668999999999999,1.002,0.6027000000000002,0.0
Advertising,10,0,2,5.82,0.251,32,10234,10972,29,0.187,8.51,3,197,0,0.9326528752392236,930.3636363636364,1.08834,0.753,5.3679,0.0
E-Commerce,6,1,2,5.31,0.221,22,17181,24541,31,0.371,-2.06,4,200,0,0.7000651943606878,2454.4285714285716,1.9700099999999998,0.884,2.4614,2.4544285714285716
Manufacturing,79,0,3,5.64,0.141,63,28591,27715,72,0.587,5.45,3,114,1,1.0315702121518258,357.3875,3.3106799999999996,0.42299999999999993,11.123999999999999,0.0
E-Commerce,17,1,1,4.62,0.275,13,23422,34238,13,0.174,8.98,5,198,0,0.6840737171062239,1301.2222222222222,0.8038799999999999,1.375,2.4674,1.3012222222222223
Transportation,72,3,2,8.06,0.014,70,69822,12953,87,0.957,27.17,3,125,1,5.389995368226031,956.4657534246576,7.71342,0.042,32.3379,2.869397260273973
Pharmaceuticals,11,1,1,3.09,0.388,17,29889,41105,30,0.189,-9.84,3,262,0,0.7271201284484017,2490.75,0.58401,1.1640000000000001,0.04800000000000004,2.49075
Email,81,2,2,6.72,0.02,74,91826,17341,74,0.886,24.04,2,160,1,5.295006342982355,1119.8292682926829,5.95392,0.04,25.1896,2.239658536585366
Retail,69,3,2,8.46,0.018,59,53375,11512,81,0.909,27.78,3,67,1,4.6360635803005295,762.5,7.690140000000001,0.05399999999999999,30.601800000000004,2.2875
Marketing,83,3,1,9.07,0.045,100,57394,30142,98,0.915,16.96,1,88,1,1.9040573267425274,683.2619047619048,8.299050000000001,0.045,26.4208,2.0497857142857145
Food & Beverages,19,0,1,5.14,0.307,42,14558,15380,39,0.204,1.52,4,175,0,0.9464924257200442,727.9,1.04856,1.228,4.4928,0.0
E-Commerce,26,2,2,6.58,0.181,71,16129,12153,65,0.522,8.3,2,119,1,1.3270528221161757,597.3703703703703,3.4347600000000003,0.362,11.895,1.1947407407407407
Energy,99,3,2,8.26,0.025,85,97874,31420,90,0.9,29.17,3,117,1,3.114923140574775,978.74,7.434,0.07500000000000001,35.253,2.93622
Pharmaceuticals,34,2,3,6.65,0.241,63,40854,31832,64,0.466,-0.94,4,101,1,1.2833851663368203,1167.2571428571428,3.0989000000000004,0.964,5.7984,2.3345142857142855
Mobile,77,1,3,8.41,0.056,84,114774,21749,87,0.947,5.83,1,131,1,5.276965517241379,1471.4615384615386,7.96427,0.056,13.7721,1.4714615384615386
Finance,38,1,2,5.41,0.302,51,22361,28965,38,0.263,4.31,4,278,0,0.7719740385279293,573.3589743589744,1.42283,1.208,5.437799999999999,0.5733589743589743
Pharmaceuticals,18,0,1,6.51,0.319,10,8059,10853,34,0.199,7.65,4,303,0,0.7424912474663719,424.1578947368421,1.29549,1.276,6.0009999999999994,0.0
Publishing,94,3,3,7.7,0.012,87,73810,36633,85,0.812,22.41,2,78,1,2.0147949991810887,776.9473684210526,6.252400000000001,0.024,27.5485,2.330842105263158
Music,48,1,1,5.48,0.351,25,18844,23122,38,0.205,-8.34,4,122,0,0.814946157505514,384.57142857142856,1.1234,1.404,0.6308,0.38457142857142856
Pharmaceuticals,6,0,2,7.17,0.313,26,12662,20643,15,0.353,18.79,3,206,0,0.6133501259445844,1808.857142857143,2.5310099999999998,0.9390000000000001,4.318499999999999,0.0
Education,83,4,3,7.4,0.01,67,113848,34751,89,0.801,28.86,2,99,1,3.276012891344383,1355.3333333333333,5.9274000000000004,0.02,34.5854,5.421333333333333
Real Estate,71,2,1,7.44,0.202,63,17966,12974,53,0.538,4.72,2,86,0,1.3846628131021195,249.52777777777777,4.00272,0.404,7.8016,0.49905555555555553
Cloud Computing,52,3,3,8.87,0.045,83,61636,32847,83,0.922,20.83,1,50,1,1.8764003896736483,1162.9433962264152,8.178139999999999,0.045,25.5889,3.4888301886792457
Publishing,89,4,1,7.93,0.025,63,76195,22689,68,0.909,16.37,1,58,1,3.358087263111503,846.6111111111111,7.20837,0.025,17.9316,3.3864444444444444
Energy,23,0,2,5.73,0.387,42,29490,37371,40,0.126,4.33,5,246,0,0.7890934389382426,1228.75,0.7219800000000001,1.935,5.732,0.0
Hospitality,16,0,2,6.56,0.356,36,30247,46596,24,0.163,-8.38,4,239,0,0.6491190419984119,1779.235294117647,1.06928,1.424,0.3887999999999998,0.0
Email,104,2,2,7.67,0.031,92,110871,37447,79,0.732,15.82,2,70,1,2.960665456099124,1055.9142857142858,5.61444,0.062,20.3978,2.1118285714285716
Security,47,2,3,7.62,0.015,82,77423,16088,93,0.878,38.24,2,60,1,4.8121698054571445,1612.9791666666667,6.69036,0.03,44.863200000000006,3.2259583333333337
Finance,118,4,1,7.69,0.039,100,92273,35190,86,0.848,18.2,2,63,1,2.6220624591514876,775.4033613445379,6.52112,0.078,24.252,3.1016134453781516
Education,102,2,2,7.6,0.032,90,66981,15452,87,0.831,29.95,2,95,1,4.334498155697923,650.3009708737864,6.315599999999999,0.064,34.7565,1.3006019417475727
Transportation,102,3,2,7.8,0.043,97,158806,50683,88,0.92,17.14,1,92,1,3.1332570436429643,1541.8058252427184,7.176,0.043,23.883200000000002,4.625417475728155
Finance,16,0,1,4.64,0.318,25,6649,11362,18,0.221,5.47,4,126,0,0.585144768107014,391.11764705882354,1.02544,1.272,2.7845999999999997,0.0
Media,23,1,1,6.48,0.436,35,10265,13633,45,0.208,0.77,4,278,0,0.7528971688425994,427.7083333333333,1.34784,1.744,4.8465,0.4277083333333333
Education,16,0,2,5.43,0.212,29,10464,11940,27,0.134,-8.84,5,349,0,0.8763085168746336,615.5294117647059,0.72762,1.06,0.31320000000000003,0.0
Publishing,20,0,2,4.82,0.255,54,13653,21455,29,0.227,-18.28,4,196,0,0.6363255033557047,650.1428571428571,1.0941400000000001,1.02,-2.4012000000000002,0.0
Cloud Computing,141,4,3,9.18,0.036,85,74999,21059,83,0.906,13.06,2,51,1,3.5612060778727446,528.1619718309859,8.31708,0.072,19.1398,2.1126478873239436
Enterprise Software,41,1,3,9.46,0.047,71,115274,21471,84,0.899,28.07,1,77,1,5.36857302533532,2744.6190476190477,8.50454,0.047,31.9788,2.7446190476190475
Human Resources,12,0,1,4.73,0.271,33,28728,23864,10,0.116,6.21,3,228,0,1.2037712130735387,2209.846153846154,0.5486800000000001,0.8130000000000001,1.6210000000000002,0.0
Food & Beverages,54,4,2,8.77,0.01,94,92751,17252,69,0.908,19.37,3,127,1,5.375934620066076,1686.3818181818183,7.96316,0.03,20.2653,6.745527272727273
Security,87,4,3,7.66,0.038,98,42760,15377,71,0.899,21.94,2,67,1,2.780595656132137,485.90909090909093,6.886340000000001,0.076,22.677400000000002,1.9436363636363638
Media,48,2,2,8.88,0.023,88,45341,8085,70,0.822,10.76,2,136,1,5.607346030175612,925.3265306122449,7.29936,0.046,14.531999999999998,1.8506530612244898
Education,133,2,2,6.87,0.01,88,96902,27226,76,0.793,9.23,1,147,1,3.5590406581701988,723.1492537313433,5.44791,0.01,14.6148,1.4462985074626866
Career Services,34,2,1,6.78,0.234,51,42053,32343,73,0.571,9.89,4,89,0,1.3001793222854316,1201.5142857142857,3.87138,0.936,14.5197,2.4030285714285715
Advertising,52,1,2,9.52,0.012,96,104276,27865,72,0.899,16.02,2,128,1,3.7420512452451016,1967.4716981132076,8.55848,0.024,18.7344,1.9674716981132077
Food & Beverages,17,0,1,4.45,0.257,38,6585,9516,48,0.206,3.29,5,181,0,0.6919197226016602,365.8333333333333,0.9167,1.2850000000000001,6.3792,0.0
Energy,135,3,2,8.78,0.042,88,82710,40654,82,0.939,23.86,1,90,1,2.0344361087197145,608.1617647058823,8.244419999999998,0.042,27.7652,1.8244852941176468
Pharmaceuticals,68,2,2,7.62,0.029,62,116353,16846,83,0.962,6.54,1,123,1,6.906452187333056,1686.2753623188405,7.33044,0.029,13.7282,3.372550724637681
Human Resources,7,1,1,4.42,0.337,47,7486,7745,50,0.221,0.04,5,129,0,0.9664342886651175,935.75,0.97682,1.685,5.02,0.93575
Human Resources,15,0,1,3.62,0.284,21,7094,11825,20,0.208,-8.28,5,269,0,0.599864704887536,443.375,0.75296,1.42,0.34400000000000014,0.0
Cloud Computing,21,0,1,5.49,0.469,26,13071,22653,29,0.126,5.6,5,136,0,0.5769841970512933,594.1363636363636,0.69174,2.3449999999999998,4.524,0.0
Manufacturing,147,1,2,9.82,0.018,71,63207,15989,87,0.85,18.04,3,124,1,3.952908067542214,427.0743243243243,8.347,0.05399999999999999,24.3948,0.42707432432432435
Retail,68,1,3,8.32,0.022,97,71216,24810,76,0.874,21.38,1,105,1,2.8703397686510015,1032.1159420289855,7.27168,0.022,23.8488,1.0321159420289856
Analytics,17,0,1,6.55,0.217,41,19533,29411,36,0.255,-5.43,5,167,0,0.6641166870665035,1085.1666666666667,1.67025,1.085,1.6452,0.0
Education,13,1,1,6.91,0.425,34,20140,35498,59,0.181,7.59,4,319,0,0.5673399250683118,1438.5714285714287,1.25071,1.7,10.3781,1.4385714285714286
E-Commerce,103,3,2,7.47,0.051,101,93723,18139,72,0.918,28.02,1,67,1,5.1666482910694596,901.1826923076923,6.85746,0.051,27.374399999999994,2.703548076923077
Manufacturing,9,0,2,5.74,0.404,30,16143,18080,34,0.3,1.41,5,138,0,0.8928156628505061,1614.3,1.722,2.02,3.8794,0.0
Gaming,106,3,3,6.72,0.01,75,115106,22312,74,0.931,18.95,2,90,1,5.158696723882938,1075.7570093457944,6.25632,0.02,21.423,3.227271028037383
Finance,65,4,3,8.47,0.039,70,55378,28416,81,0.81,10.71,2,162,1,1.9487630643628813,839.060606060606,6.860700000000001,0.078,16.7751,3.356242424242424
Transportation,83,3,1,7.67,0.031,69,93138,12710,80,0.945,20.81,2,52,1,7.327354260089686,1108.7857142857142,7.24815,0.062,24.647999999999996,3.326357142857143
Security,140,3,2,8.97,0.056,94,107122,31278,71,0.793,18.9,1,111,1,3.4247258544071104,759.7304964539007,7.1132100000000005,0.056,20.519000000000002,2.2791914893617022
Real Estate,61,3,3,6.96,0.02,86,107255,66682,100,0.842,25.45,1,90,1,1.6084309344210668,1729.9193548387098,5.86032,0.02,35.45,5.189758064516129
Career Services,12,0,1,4.77,0.244,59,32165,28654,42,0.135,3.58,3,182,0,1.1224917117431512,2474.230769230769,0.64395,0.732,5.7036,0.0
Advertising,22,0,1,4.72,0.209,55,12603,11144,14,0.221,2.27,4,265,0,1.130820995962315,547.9565217391304,1.04312,0.836,1.7178,0.0
Energy,10,0,1,3.9,0.315,47,19977,31337,33,0.127,-12.15,4,123,0,0.6374688876124832,1816.090909090909,0.4953,1.26,-0.7095000000000001,0.0
Advertising,86,4,2,7.88,0.01,84,89543,26230,88,0.835,5.72,1,101,1,3.413632724638786,1029.2298850574712,6.5798,0.01,13.833599999999999,4.116919540229885
Healthcare,157,3,2,8.55,0.049,96,108280,15757,92,0.862,29.28,1,68,1,6.871430384566569,685.3164556962025,7.370100000000001,0.049,36.1376,2.0559493670886075
Food & Beverages,55,3,2,7.94,0.032,69,54574,21154,85,0.887,28.32,2,58,1,2.579721106121484,974.5357142857143,7.0427800000000005,0.064,32.571999999999996,2.923607142857143
Mobile,47,0,1,4.3,0.472,21,18194,22624,25,0.245,-8.18,5,112,0,0.8041546961325967,379.0416666666667,1.0534999999999999,2.36,0.45500000000000007,0.0
Software Development,59,1,1,7.08,0.215,53,40940,16439,58,0.407,10.71,4,99,0,2.4902676399026764,682.3333333333334,2.88156,0.86,12.011800000000001,0.6823333333333333
Mobile,41,3,2,6.75,0.013,84,79280,42105,91,0.97,10.1,2,55,1,1.882867049826628,1887.6190476190477,6.547499999999999,0.026,18.291,5.662857142857143
Email,40,0,2,1.61,0.236,10,15038,12473,53,0.193,4.4,4,154,0,1.2055475388808723,366.780487804878,0.31073,0.944,7.632000000000001,0.0
Marketing,89,3,1,7.63,0.017,62,75462,28892,100,0.912,16.3,2,117,1,2.6117744782473262,838.4666666666667,6.95856,0.034,26.3,2.5154
Transportation,8,0,2,5.53,0.363,25,35146,37691,42,0.218,-9.06,5,94,0,0.9324525098164067,3905.1111111111113,1.20554,1.815,0.39479999999999976,0.0
Media,82,4,3,7.79,0.056,82,50714,23505,99,0.828,10.73,2,73,1,2.1574917042457247,611.0120481927711,6.45012,0.112,20.5227,2.4440481927710844
Retail,41,3,2,7.34,0.023,69,85455,14584,70,0.932,16.29,3,57,1,5.859101816935207,2034.642857142857,6.84088,0.069,18.403,6.103928571428572
Security,74,3,3,8.11,0.027,83,96878,27534,77,0.851,25.65,2,71,1,3.518358452878155,1291.7066666666667,6.901609999999999,0.054,27.450499999999998,3.87512
Mobile,26,0,2,4.08,0.323,53,18578,15921,50,0.214,8.82,5,301,0,1.166813214420299,688.074074074074,0.87312,1.615,9.41,0.0
Healthcare,7,1,1,4.66,0.27,14,10230,9780,52,0.173,-9.34,4,105,0,1.0459053266537164,1278.75,0.80618,1.08,0.34320000000000006,1.27875
Real Estate,106,3,3,6.86,0.048,79,116941,57793,99,0.839,15.91,1,76,1,2.02341073467834,1092.9065420560748,5.75554,0.048,25.6509,3.2787196261682245
Marketing,44,3,2,8.21,0.025,77,88267,31456,83,0.861,20.02,2,44,1,2.8059573385891854,1961.4888888888888,7.068810000000001,0.05,24.9166,5.8844666666666665
Marketing,48,4,3,9.21,0.061,78,77547,14311,74,0.914,47.72,3,84,1,5.418320290665176,1582.591836734694,8.417940000000002,0.183,42.712799999999994,6.330367346938776
Career Services,37,4,3,6.77,0.045,64,130737,31298,84,0.973,10.24,2,93,1,4.177034410045049,3440.4473684210525,6.58721,0.09,17.0016,13.76178947368421
Career Services,41,1,1,4.64,0.414,51,11246,15631,37,0.247,-7.95,4,151,0,0.7194216990788127,267.76190476190476,1.14608,1.656,0.7585,0.26776190476190476
Hospitality,49,4,2,7.54,0.058,97,79074,13979,77,0.836,9.81,1,66,1,5.656223175965665,1581.48,6.30344,0.058,15.253700000000002,6.32592
Education,12,1,1,2.56,0.309,9,9660,16316,24,0.11,1.13,3,296,0,0.592020592020592,743.0769230769231,0.2816,0.927,2.6712000000000002,0.7430769230769231
Network Infrastructure,48,1,2,6.32,0.025,74,105636,21135,99,0.88,20.57,1,150,1,4.997918243754731,2155.8367346938776,5.5616,0.025,30.2643,2.1558367346938776
Network Infrastructure,69,1,2,8.34,0.027,78,64876,21795,82,0.916,39.84,1,103,1,2.9765094512754633,926.8,7.6394400000000005,0.027,40.8688,0.9268
Energy,42,0,2,5.7,0.135,64,28318,13187,50,0.612,0.12,2,117,0,2.1472550803760995,658.5581395348837,3.4884,0.27,5.06,0.0
Transportation,27,0,2,7.46,0.24,70,28083,32552,71,0.611,11.78,2,80,1,0.8626854667772555,1002.9642857142857,4.55806,0.48,15.4638,0.0
E-Commerce,7,0,2,5.13,0.441,38,20175,20642,25,0.181,-9.2,5,138,0,0.9773288766167708,2521.875,0.92853,2.205,0.20000000000000018,0.0
Advertising,49,4,2,9.15,0.05,75,51142,4321,86,0.843,14.18,2,66,1,11.8329477093938,1022.84,7.71345,0.1,20.7948,4.09136
E-Commerce,41,2,3,6.95,0.013,99,57751,22208,82,0.945,35.09,3,50,1,2.6003422036111488,1375.0238095238096,6.56775,0.039,36.973800000000004,2.7500476190476193
Career Services,47,2,2,8.94,0.038,58,84782,34658,82,0.894,37.99,3,80,1,2.446175596526155,1766.2916666666667,7.99236,0.11399999999999999,39.351800000000004,3.5325833333333336
Healthcare,94,3,2,7.56,0.032,82,62853,12634,91,0.89,45.47,2,104,1,4.974515235457064,661.6105263157895,6.7284,0.064,50.4777,1.9848315789473683
Energy,22,1,1,6.94,0.4,21,6628,12320,23,0.393,-3.45,5,204,0,0.5379433487541596,288.17391304347825,2.7274200000000004,2.0,1.5065,0.2881739130434782
Network Infrastructure,39,3,1,8.57,0.015,72,69036,8808,65,0.886,15.5,2,95,1,7.836984901804972,1725.9,7.59302,0.03,16.575,5.177700000000001
Publishing,114,2,3,8.32,0.03,70,86198,26078,85,0.945,29.6,1,63,1,3.3052647724222552,749.5478260869565,7.8624,0.03,33.66,1.4990956521739132
Energy,80,1,3,8.19,0.032,80,72895,49359,85,0.874,8.65,1,142,1,1.4768030794165317,899.9382716049382,7.15806,0.032,15.852499999999997,0.8999382716049382
Publishing,87,2,3,8.63,0.028,76,69686,17251,100,0.978,15.5,2,95,1,4.039299791328542,791.8863636363636,8.440140000000001,0.056,25.5,1.5837727272727273
Pharmaceuticals,49,4,3,8.17,0.011,70,59972,31471,79,0.88,9.47,2,102,1,1.90556685307575,1199.44,7.1895999999999995,0.022,15.3813,4.79776
Finance,7,0,1,6.94,0.449,30,7535,8872,46,0.138,3.15,4,147,0,0.8492054547503662,941.875,0.9577200000000001,1.796,6.0489999999999995,0.0
Publishing,47,3,2,7.7,0.06,79,70247,27996,84,0.848,12.7,2,108,1,2.509090259670679,1463.4791666666667,6.5296,0.12,19.067999999999998,4.3904375
